Date,Open,High,Low,Close,Volume,Adj Close,Returns
2015-10-05,166.830002,168.270004,165.330002,168.039993,1005700,168.039993,0.0072528381316
2015-10-06,167.960007,167.960007,165.339996,165.910004,716200,165.910004,-0.0122053043258
2015-10-07,165.949997,167.740005,164.160004,165.050003,959000,165.050003,-0.00542328421976
2015-10-08,164.630005,165.779999,162.419998,163.940002,601900,163.940002,-0.00419123476307
2015-10-09,163.809998,166.199997,162.559998,165.800003,489800,165.800003,0.0121482511708
2015-10-12,166.729996,167.119995,164.979996,166.070007,557200,166.070007,-0.00395842989164
2015-10-13,165.539993,167.330002,163.330002,163.850006,447700,163.850006,-0.0102089348282
2015-10-14,163.600006,164.089996,158.429993,159.259995,623000,159.259995,-0.0265281836237
2015-10-15,160.300003,161.210007,158.039993,161.059998,703200,161.059998,0.00474107913772
2015-10-16,161.320007,167.380005,161.149994,166.110001,736600,166.110001,0.0296924980917
2015-10-19,166.080002,168.630005,164.5,168.360001,689900,168.360001,0.0137283175129
2015-10-20,169.0,170.130005,168.029999,169.210007,613000,169.210007,0.00124264497041
2015-10-21,169.690002,170.130005,167.619995,168.220001,438300,168.220001,-0.00866286158686
2015-10-22,168.990005,170.25,167.710007,168.020004,439600,168.020004,-0.00573999036215
2015-10-23,169.919998,169.919998,163.740005,165.910004,560100,165.910004,-0.0235993058333
2015-10-26,166.009995,170.0,165.960007,169.199997,723800,169.199997,0.0192157225232
2015-10-27,169.729996,169.919998,167.410004,169.089996,398300,169.089996,-0.00377069472152
2015-10-28,169.320007,173.990005,168.009995,172.960007,785000,172.960007,0.02149775484
2015-10-29,172.070007,173.5,171.119995,173.300003,469700,173.300003,0.00714823008056
2015-10-30,173.360001,175.720001,172.740005,173.960007,713000,173.960007,0.00346104058917
2015-11-02,174.880005,175.779999,171.169998,172.759995,611200,172.759995,-0.0121226551886
2015-11-03,171.919998,174.949997,171.899994,172.949997,645000,172.949997,0.00599115293149
2015-11-04,173.320007,173.529999,169.389999,170.119995,508100,170.119995,-0.0184630271795
2015-11-05,170.580002,173.179993,169.5,172.529999,439900,172.529999,0.0114315686314
2015-11-06,172.039993,173.210007,170.339996,172.639999,342900,172.639999,0.00348759604983
2015-11-09,172.270004,172.270004,169.600006,171.559998,409200,171.559998,-0.00412147201204
2015-11-10,170.979996,174.100006,170.779999,174.080002,369500,174.080002,0.0181308110453
2015-11-11,174.279999,174.669998,170.509995,170.690002,572800,170.690002,-0.0205990189385
2015-11-12,170.229996,171.490005,169.240005,169.360001,624700,169.360001,-0.00511070328639
2015-11-13,167.889999,168.0,151.520004,155.199997,3011500,155.199997,-0.075585216961
2015-11-16,154.339996,160.419998,154.199997,159.479996,1663900,159.479996,0.0333030979216
2015-11-17,160.589996,163.580002,160.009995,162.699997,789600,162.699997,0.0131390563083
2015-11-18,163.740005,165.270004,160.619995,164.990005,547900,164.990005,0.00763405375491
2015-11-19,165.240005,165.75,163.25,164.5,536700,164.5,-0.0044783646672
2015-11-20,165.0,170.539993,164.460007,170.509995,788100,170.509995,0.0333939090909
2015-11-23,170.770004,173.0,169.580002,170.839996,727100,170.839996,0.000409861207241
2015-11-24,169.779999,172.190002,169.369995,170.830002,646500,170.830002,0.00618449173156
2015-11-25,170.009995,171.009995,169.169998,170.110001,710700,170.110001,0.000588236003419
2015-11-27,170.589996,171.839996,169.880005,170.979996,352700,170.979996,0.00228618329999
2015-11-30,173.009995,174.490005,165.839996,167.0,1560500,167.0,-0.0347378485272
2015-12-01,167.820007,168.949997,163.779999,165.830002,1111300,165.830002,-0.0118579723334
2015-12-02,165.830002,166.199997,162.580002,163.520004,1214300,163.520004,-0.0139299160112
2015-12-03,164.410004,165.360001,161.0,163.190002,1966200,163.190002,-0.0074204851914
2015-12-04,174.5,185.729996,173.869995,184.080002,5250000,184.080002,0.0548997249284
2015-12-07,184.639999,186.270004,183.220001,184.240005,1610800,184.240005,-0.00216634533236
2015-12-08,182.25,185.490005,181.949997,185.080002,875300,185.080002,0.0155281316872
2015-12-09,184.559998,186.649994,183.669998,184.059998,785700,184.059998,-0.00270914610651
2015-12-10,183.610001,185.809998,182.929993,183.110001,843200,183.110001,-0.00272316321157
2015-12-11,179.690002,183.789993,179.009995,182.470001,709300,182.470001,0.0154710833606
2015-12-14,183.050003,187.220001,183.050003,185.539993,1076500,185.539993,0.0136027859011
2015-12-15,186.179993,187.470001,184.460007,185.419998,853000,185.419998,-0.00408204441172
2015-12-16,185.429993,188.0,185.429993,187.270004,791300,187.270004,0.00992294164623
2015-12-17,188.0,188.479996,184.759995,185.429993,777900,185.429993,-0.01367025
2015-12-18,184.949997,185.669998,184.029999,184.940002,2640700,184.940002,-5.40416337504e-05
2015-12-21,186.460007,187.300003,184.820007,186.490005,804100,186.490005,0.000160881684403
2015-12-22,187.059998,187.190002,184.940002,186.119995,574000,186.119995,-0.0050251417195
2015-12-23,186.839996,186.839996,184.779999,186.270004,391100,186.270004,-0.0030506958478
2015-12-24,185.929993,186.699997,184.529999,184.929993,253100,184.929993,-0.00537836840558
2015-12-28,184.729996,186.320007,183.940002,184.770004,510600,184.770004,0.000216575547373
2015-12-29,186.289993,187.690002,185.020004,185.309998,457700,185.309998,-0.00526058852769
2015-12-30,185.610001,186.25,184.699997,185.610001,357900,185.610001,0.0
2015-12-31,184.610001,185.990005,183.830002,185.0,633800,185.0,0.00211255618811
2016-01-04,182.669998,184.600006,180.460007,181.809998,1196000,181.809998,-0.00470794333725
2016-01-05,182.570007,183.880005,180.729996,182.669998,568000,182.669998,0.000547685798139
2016-01-06,180.389999,183.270004,179.130005,183.210007,870400,183.210007,0.0156328400445
2016-01-07,179.800003,186.490005,179.800003,182.979996,1034500,182.979996,0.017686278904
2016-01-08,184.800003,184.800003,181.649994,182.169998,847400,182.169998,-0.0142316285568
2016-01-11,182.639999,183.929993,179.860001,182.0,560700,182.0,-0.00350415573535
2016-01-12,182.809998,185.979996,182.75,185.619995,675400,185.619995,0.0153711341324
2016-01-13,186.0,186.0,178.5,179.089996,873300,179.089996,-0.0371505591398
2016-01-14,179.089996,180.369995,173.860001,177.880005,1602900,177.880005,-0.00675632937085
2016-01-15,173.199997,174.490005,168.399994,170.449997,1656100,170.449997,-0.0158775984274
2016-01-19,171.979996,177.949997,170.389999,175.309998,1040700,175.309998,0.0193627286746
2016-01-20,173.300003,175.960007,168.529999,174.259995,1556300,174.259995,0.00553948057347
2016-01-21,174.5,180.580002,173.100006,176.5,1213300,176.5,0.0114613180516
2016-01-22,177.949997,180.160004,175.550003,179.729996,1041300,179.729996,0.0100028043271
2016-01-25,178.5,179.789993,175.25,175.660004,873600,175.660004,-0.0159103417367
2016-01-26,176.580002,179.949997,175.669998,179.130005,815300,179.130005,0.014441063377
2016-01-27,178.830002,179.559998,172.899994,173.929993,809700,173.929993,-0.0274003743511
2016-01-28,175.830002,175.839996,171.289993,174.339996,763700,174.339996,-0.00847412832311
2016-01-29,175.339996,181.300003,174.880005,181.169998,1052500,181.169998,0.0332496984886
2016-02-01,179.919998,182.009995,177.759995,180.570007,748100,180.570007,0.0036127668254
2016-02-02,179.740005,180.720001,176.460007,177.029999,650100,177.029999,-0.0150773668889
2016-02-03,180.5,181.429993,171.25,173.460007,1069100,173.460007,-0.0390027313019
2016-02-04,173.550003,173.550003,167.5,168.880005,1293300,168.880005,-0.0269086598633
2016-02-05,168.75,169.479996,155.809998,159.710007,2364500,159.710007,-0.0535703288889
2016-02-08,156.759995,156.850006,152.75,155.339996,1876500,155.339996,-0.00905842718354
2016-02-09,152.0,155.910004,148.600006,151.979996,1777300,151.979996,-0.000131605263158
2016-02-10,152.789993,156.119995,151.830002,153.839996,1439000,153.839996,0.00687219744817
2016-02-11,152.539993,154.660004,150.100006,153.309998,1200600,153.309998,0.00504788930992
2016-02-12,156.240005,158.639999,154.289993,158.490005,1066400,158.490005,0.0144009211981
2016-02-16,160.610001,161.889999,157.600006,159.020004,969700,159.020004,-0.00989973843534
2016-02-17,160.509995,162.889999,158.160004,158.919998,1440000,158.919998,-0.00990590648265
2016-02-18,155.330002,155.949997,147.25,154.550003,3665400,154.550003,-0.00502156048385
2016-02-19,153.160004,153.389999,146.770004,150.070007,2824400,150.070007,-0.0201749602984
2016-02-22,151.0,156.869995,150.429993,156.270004,1572000,156.270004,0.0349006887417
2016-02-23,156.630005,161.460007,156.300003,159.169998,1924200,159.169998,0.0162165161139
2016-02-24,156.520004,161.229996,156.0,160.75,1247000,160.75,0.0270252740346
2016-02-25,161.520004,164.270004,160.880005,164.25,1407100,164.25,0.016901906466
2016-02-26,165.570007,166.970001,162.539993,164.75,1205100,164.75,-0.00495263009803
2016-02-29,165.0,168.5,164.0,165.190002,1182300,165.190002,0.00115152727273
2016-03-01,165.860001,168.649994,164.199997,168.410004,1053600,168.410004,0.0153744301497
2016-03-02,168.210007,168.860001,165.710007,168.320007,776300,168.320007,0.000653944446955
2016-03-03,167.410004,171.190002,166.0,169.380005,1123300,169.380005,0.0117675225669
2016-03-04,169.960007,170.050003,167.580002,168.970001,628100,168.970001,-0.00582493503898
2016-03-07,168.570007,168.889999,163.050003,164.639999,1237900,164.639999,-0.0233138033862
2016-03-08,164.339996,165.479996,162.470001,162.960007,1650300,162.960007,-0.00839715853468
2016-03-09,164.699997,165.970001,158.210007,159.009995,2443700,159.009995,-0.0345476751891
2016-03-10,159.559998,164.320007,158.5,163.389999,3550000,163.389999,0.0240035162196
2016-03-11,186.600006,192.059998,184.100006,191.619995,6127900,191.619995,0.0269024053515
2016-03-14,189.520004,191.910004,188.839996,190.020004,1699300,190.020004,0.00263824392912
2016-03-15,189.020004,191.009995,187.649994,187.869995,1184300,187.869995,-0.00608405975909
2016-03-16,187.100006,191.0,186.600006,190.020004,933900,190.020004,0.015606616282
2016-03-17,189.440002,190.679993,187.460007,188.009995,1029200,188.009995,-0.00754860106051
2016-03-18,188.320007,192.380005,187.899994,191.389999,1096100,191.389999,0.0163019959956
2016-03-21,190.880005,193.779999,190.210007,192.350006,1037600,192.350006,0.00770117854932
2016-03-22,190.440002,192.5,189.460007,191.649994,881400,191.649994,0.00635366512966
2016-03-23,191.220001,193.070007,190.770004,191.570007,526400,191.570007,0.00183038384149
2016-03-24,191.399994,192.710007,190.619995,191.759995,620000,191.759995,0.00188088302657
2016-03-28,191.839996,193.600006,190.740005,191.910004,475800,191.910004,0.000364929115199
2016-03-29,192.550003,193.929993,191.529999,193.369995,541900,193.369995,0.00425859250701
2016-03-30,194.869995,195.0,192.330002,194.110001,613700,194.110001,-0.00390000523169
2016-03-31,193.869995,194.940002,192.619995,193.740005,737300,193.740005,-0.000670500868378
2016-04-01,192.619995,195.610001,192.100006,194.179993,507200,194.179993,0.0080988372988
2016-04-04,194.679993,194.839996,191.369995,193.119995,583700,193.119995,-0.00801313979912
2016-04-05,192.270004,195.020004,192.009995,193.75,765300,193.75,0.00769748774749
2016-04-06,193.910004,196.600006,193.419998,194.669998,657400,194.669998,0.00391931300254
2016-04-07,194.119995,195.039993,191.850006,194.119995,793000,194.119995,0.0
2016-04-08,201.940002,203.75,197.809998,200.509995,3611200,200.509995,-0.00708134587421
2016-04-11,201.509995,204.619995,200.630005,202.100006,1598700,202.100006,0.00292794905781
2016-04-12,203.5,205.110001,201.639999,203.940002,1191000,203.940002,0.00216217199017
2016-04-13,205.440002,207.75,205.029999,207.419998,1115900,207.419998,0.00963783090306
2016-04-14,207.720001,207.720001,204.660004,205.669998,1364700,205.669998,-0.00986906889144
2016-04-15,206.339996,206.339996,202.309998,204.059998,11408200,204.059998,-0.0110497142784
2016-04-18,203.929993,207.050003,203.240005,206.910004,1112600,206.910004,0.0146129117947
2016-04-19,206.199997,206.570007,203.089996,204.039993,1161800,204.039993,-0.0104752862824
2016-04-20,203.979996,205.119995,202.910004,204.419998,883400,204.419998,0.00215708407015
2016-04-21,204.619995,207.669998,204.389999,205.860001,855100,205.860001,0.00606004315463
2016-04-22,205.419998,206.479996,202.690002,205.389999,994000,205.389999,-0.000146037388239
2016-04-25,205.080002,207.830002,203.949997,207.369995,959700,207.369995,0.011166339856
2016-04-26,207.039993,208.220001,205.360001,208.130005,1126600,208.130005,0.00526474129083
2016-04-27,207.320007,212.919998,207.320007,212.520004,1387700,212.520004,0.0250819835251
2016-04-28,211.509995,211.970001,206.580002,206.990005,891100,206.990005,-0.0213701012096
2016-04-29,206.460007,208.539993,205.25,208.279999,826300,208.279999,0.00881522783248
2016-05-02,208.289993,210.770004,207.539993,210.720001,666200,210.720001,0.0116664654168
2016-05-03,208.399994,210.339996,206.740005,209.910004,899600,209.910004,0.00724572957521
2016-05-04,209.050003,211.009995,208.710007,209.970001,543300,209.970001,0.00440085140778
2016-05-05,209.779999,209.779999,204.460007,206.210007,844000,206.210007,-0.0170177901469
2016-05-06,205.199997,208.929993,204.050003,208.679993,774000,208.679993,0.0169590450822
2016-05-09,205.649994,210.25,204.600006,208.460007,800300,208.460007,0.0136640558326
2016-05-10,209.25,209.25,205.789993,208.270004,854100,208.270004,-0.0046833739546
2016-05-11,207.009995,207.699997,202.279999,202.850006,950600,202.850006,-0.0200955949011
2016-05-12,203.699997,208.410004,203.0,207.429993,761600,207.429993,0.0183112226555
2016-05-13,207.029999,207.539993,203.289993,205.199997,632200,205.199997,-0.0088393083555
2016-05-16,204.850006,209.089996,204.389999,208.130005,482500,208.130005,0.0160117105391
2016-05-17,207.210007,208.240005,203.279999,204.440002,875500,204.440002,-0.0133681043696
2016-05-18,204.449997,208.309998,203.179993,206.449997,1032500,206.449997,0.00978234301466
2016-05-19,205.0,208.630005,205.0,207.889999,522800,207.889999,0.0140975560976
2016-05-20,208.729996,208.949997,206.059998,208.470001,969000,208.470001,-0.00124560439315
2016-05-23,208.970001,209.979996,205.949997,206.020004,963200,206.020004,-0.0141168444556
2016-05-24,208.479996,209.720001,206.419998,206.589996,1391300,206.589996,-0.009065617979
2016-05-25,206.610001,212.259995,206.610001,211.479996,1238000,211.479996,0.0235709548252
2016-05-26,214.0,214.440002,211.550003,213.690002,1773200,213.690002,-0.00144858878505
2016-05-27,230.75,237.529999,228.529999,233.149994,3583400,233.149994,0.0104008407367
2016-05-31,233.479996,234.149994,231.360001,233.009995,2139300,233.009995,-0.00201302470469
2016-06-01,233.289993,236.860001,232.600006,236.679993,871100,236.679993,0.014531270529
2016-06-02,236.240005,238.759995,234.809998,237.059998,781000,237.059998,0.00347101668915
2016-06-03,236.800003,237.320007,234.179993,236.570007,776900,236.570007,-0.000971266879587
2016-06-06,238.660004,238.75,234.630005,236.740005,490200,236.740005,-0.0080449131309
2016-06-07,236.789993,239.949997,236.5,239.179993,714600,239.179993,
